order_id|customer_id|order_date|order_time|order_status|payment_method|shipping_address|shipping_city|shipping_state|shipping_postal_code|order_total|tax_amount|shipping_fee|discount_code|discount_amount|notes
311|347|2025-04-12|09:48:11|pending|bank_transfer|563 Patrick Fall Apt. 375|North Brenda|MA|12835|3648.04|291.84|0.0||0.0|Direction administration record consumer late scientist.
1696|230|2025-04-25|09:48:11|shipped|paypal|11824 Ian Trafficway Apt. 246|North Jennifer|ME|51611|571.27|45.7|0.0|MAN|0.0|
1480|421|2025-05-03|09:48:11|cancelled|debit_card|39438 Kyle Forge Apt. 537|South Timothy|PA|37901|4335.2|346.82|0.0||0.0|However follow everyone century official story.
325|181|2025-08-25|09:48:11|pending|debit_card|195 Steven Road|Port Edwardfort|NM|23612|5188.26|414.58|5.96||0.0|Training can late poor.
1939|169|2025-04-21|09:48:11|cancelled|paypal|6683 Thomas Field Suite 562|Lake Alfredfort|TN|57744|2684.71|214.62|2.02||0.0|
50|109|2025-09-21|09:48:11|cancelled|paypal|356 Martin Plaza Suite 375|North Alexander|CO|14975|2850.17|226.74|15.97||0.0|
122|443|2025-04-13|09:48:11|processing|credit_card|9246 Douglas Forks|Kingfurt|NH|93940|2840.32|227.23|0.0||0.0|
4|194|2025-06-19|09:48:11|processing|credit_card|518 Morrow Bridge Apt. 845|East Ericbury|MP|25197|2664.7|214.16|12.81||25.12|
391|121|2025-06-02|09:48:11|shipped|credit_card|09968 Kevin Summit|Jasonhaven|FL|21597|5375.77|430.06|0.0||0.0|Thousand goal yard common like ever.
562|489|2025-05-30|09:48:11|pending|bank_transfer|85277 Bennett Field Apt. 718|Lake Susanshire|MD|06764|1810.72|144.75|1.33||0.0|
993|386|2025-09-02|09:48:11|processing|paypal|76601 Kirby Street Suite 485|Estradaview|MI|11392|2703.09|215.81|5.43|TELL|0.0|
868|210|2025-04-22|09:48:11|delivered|bank_transfer|3973 Aguilar Rue Suite 107|Ericksonview|CA|12989|441.58|35.33|0.0||0.0|
1258|438|2025-06-02|09:48:11|cancelled|bank_transfer|772 Jefferson Terrace Suite 084|Marcfort|NY|81193|897.63|70.7|13.93||0.0|Billion away floor.
1683|418|2025-04-15|09:48:11|pending|paypal|315 Morgan Loop|Karenfort|MO|71949|2487.9|202.11|0.0||38.47|
1198|68|2025-05-26|09:48:11|pending|credit_card|6793 Kevin Views|Lake Victoriaton|CO|53621|4824.17|385.93|0.0||0.0|
776|148|2025-09-30|09:48:11|pending|debit_card|572 Petersen Spurs|New Dawnton|VA|76035|2385.01|189.9|11.2||0.0|Throw difference town memory upon job field top.
625|312|2025-06-15|09:48:11|delivered|debit_card|25703 Howard Summit Apt. 361|Natalieside|MH|59387|2749.62|219.52|5.66||0.0|Them recent south everybody number city position.
1168|304|2025-09-15|09:48:11|delivered|debit_card|655 James Unions Suite 704|Wilsonmouth|GA|79331|5369.62|429.47|1.27|TWO|0.0|
1133|100|2025-07-07|09:48:11|delivered|credit_card|7997 Gerald Lodge Apt. 996|Lake Thomasview|MH|49317|3636.55|290.84|1.11||0.0|
256|482|2025-05-28|09:48:11|delivered|bank_transfer|33591 Curtis Land Suite 090|Victoriashire|VT|08999|2828.15|225.32|11.64|LAW|0.0|
705|401|2025-09-08|09:48:11|delivered|credit_card|48132 Matthew Stravenue Suite 071|New Allison|OH|21616|3256.68|260.32|2.71||0.0|
1146|222|2025-08-15|09:48:11|delivered|credit_card|2478 Oconnor Courts|Port Jameschester|WI|01364|3618.49|288.99|6.17||0.0|
499|75|2025-08-24|09:48:11|delivered|paypal|9825 Timothy Hill Suite 112|New Timothy|NJ|13296|6644.45|531.18|4.65|PARENT|0.0|
1888|459|2025-05-30|09:48:11|delivered|bank_transfer|44881 Escobar Shoals|Samanthachester|CO|86732|1640.55|131.24|0.0||0.0|
1397|489|2025-06-08|09:48:11|delivered|debit_card|85277 Bennett Field Apt. 718|Lake Susanshire|MD|06764|2533.84|201.69|12.71||0.0|
140|280|2025-08-07|09:48:11|delivered|paypal|686 Lawson Ford Apt. 029|Gordonhaven|KS|40269|2626.89|209.57|7.23|DIFFERENCE|0.0|
586|17|2025-08-29|09:48:11|delivered|credit_card|92327 Anne Forge|Lyonsstad|GA|79916|3901.47|312.26|10.76||12.56|
1292|203|2025-05-13|09:48:11|cancelled|bank_transfer|48468 Gonzalez Locks Suite 987|Lewismouth|KY|84115|2105.85|167.87|7.46||0.0|
1765|136|2025-04-17|09:48:11|cancelled|debit_card|5588 Cooper Loop Apt. 593|Port Justin|MD|88737|111.55|12.26|0.0|GENERAL|41.75|
1271|221|2025-07-31|09:48:11|processing|debit_card|6193 Anna Oval|Victoriastad|WI|06618|1934.47|154.03|9.12||0.0|
331|221|2025-09-20|09:48:11|processing|credit_card|6193 Anna Oval|Victoriastad|WI|06618|159.5|12.76|0.0||0.0|
655|66|2025-08-12|09:48:11|delivered|paypal|53693 Pierce Spur|Jonathanfort|VA|84609|5532.32|441.61|12.14|LIFE|0.0|
1525|379|2025-04-03|09:48:11|processing|paypal|20734 Garrett Ville Suite 950|West Anthonyfort|AZ|96832|3287.82|263.03|0.0|AGO|0.0|
1884|259|2025-07-06|09:48:11|pending|bank_transfer|30234 Alexander Road|South Davidland|MA|04389|2984.64|238.77|0.0||0.0|
563|284|2025-08-17|09:48:11|shipped|bank_transfer|30366 Michael Heights|Lake Paul|FM|94197|7479.68|597.79|7.25||0.0|
1275|441|2025-04-30|09:48:11|delivered|bank_transfer|522 John Branch Suite 248|New Williamton|MO|18189|1294.69|103.58|0.0||0.0|
969|371|2025-04-20|09:48:11|pending|bank_transfer|7452 Cook Knoll|Shannonchester|OK|52083|3686.33|293.98|11.6||0.0|
1172|33|2025-05-27|09:48:11|shipped|credit_card|2904 Vanessa Plains|North Michael|WY|31687|2013.58|160.04|13.08||0.0|
389|190|2025-05-04|09:48:11|delivered|credit_card|1509 Brandy Forges Suite 301|Rhodesland|NY|52198|383.46|30.68|0.0||0.0|
1666|319|2025-06-19|09:48:11|processing|bank_transfer|959 Jones Burgs Apt. 311|Villafort|MD|30848|841.16|66.29|12.55||0.0|
545|128|2025-06-27|09:48:11|processing|debit_card|0863 Clarke Light Suite 991|Andersonfort|WI|30976|4560.85|366.48|0.0||20.17|
450|217|2025-06-10|09:48:11|delivered|bank_transfer|27769 Turner Via|Hannahfurt|AS|40170|2814.4|224.97|2.31||0.0|
472|432|2025-04-22|09:48:11|processing|paypal|192 Courtney Loop Suite 346|Port Ryanmouth|WI|52225|5520.95|441.68|0.0||0.0|
1580|64|2025-07-28|09:48:11|pending|credit_card|6287 Melissa Hills|Faulknerside|NC|18076|6432.31|514.25|4.2||0.0|
1560|98|2025-06-14|09:48:11|shipped|paypal|4349 Edward Square Apt. 158|Arellanoshire|IN|73062|2307.86|184.13|6.19||0.0|
239|78|2025-04-15|09:48:11|delivered|paypal|3842 Cunningham Trail|West Kimberlystad|ND|99694|2142.67|171.08|4.18||0.0|
1346|400|2025-05-17|09:48:11|delivered|credit_card|13062 Kathryn Valley Apt. 369|Samuelberg|NV|78751|2909.15|231.95|9.82||0.0|
246|237|2025-04-11|09:48:11|processing|debit_card|110 Nicholas Vista Apt. 207|North Ericaside|AR|39156|2198.04|174.98|10.84|MATERIAL|0.0|
1927|112|2025-06-15|09:48:11|pending|credit_card|3540 Andrea Lane Suite 317|Solismouth|CO|65834|4360.24|352.44|3.83||49.12|
1195|301|2025-08-29|09:48:11|shipped|credit_card|29901 Chaney Orchard Apt. 284|New Williamberg|IL|48327|887.51|71.0|0.0|SEVERAL|0.0|
893|400|2025-04-03|09:48:11|shipped|paypal|13062 Kathryn Valley Apt. 369|Samuelberg|NV|78751|396.21|30.99|8.84||0.0|
1069|500|2025-07-30|09:48:11|delivered|debit_card|116 Johnson Vista Apt. 002|Nathanbury|OR|85349|1401.37|112.26|6.25||8.17|Nothing site ground toward.
1568|429|2025-07-28|09:48:11|delivered|bank_transfer|9680 Richards Square Suite 274|Ronaldberg|MP|10570|974.54|77.96|0.0||0.0|
1713|199|2025-06-10|09:48:11|delivered|paypal|70269 Hernandez Road|Harrisfort|NM|66665|2831.63|226.53|0.0||0.0|
593|160|2025-09-15|09:48:11|cancelled|debit_card|14586 Heather Ridge Apt. 198|Lynchmouth|KS|69365|6054.89|483.14|15.67||0.0|
1250|272|2025-09-28|09:48:11|shipped|debit_card|6511 Jessica Course|New Brian|WA|37968|1683.8|134.39|3.9||0.0|
882|241|2025-08-23|09:48:11|delivered|debit_card|34258 Gregory Brooks Apt. 410|West Stephen|MN|49305|2612.69|212.48|4.52||47.79|
1553|229|2025-08-27|09:48:11|shipped|bank_transfer|890 Karen Parkway|West Kristinbury|MP|92987|3666.2|293.04|3.17||0.0|
1705|428|2025-05-27|09:48:11|pending|bank_transfer|0717 Stephens Corner|Lake Maria|SC|12822|1780.64|141.37|13.5||0.0|Girl professional I hand sing fast certainly.
1203|164|2025-07-10|09:48:11|delivered|bank_transfer|34485 Lambert Groves Apt. 241|New Anitaville|IL|71611|4878.44|390.28|0.0||0.0|
463|47|2025-09-01|09:48:11|pending|debit_card|54479 Jackson Mills|Hillton|CA|88474|1460.9|116.87|0.0||0.0|
1220|494|2025-08-13|09:48:11|processing|bank_transfer|6191 Simpson Place Suite 682|Wagnerberg|MP|17473|5223.28|416.59|15.92||0.0|
538|259|2025-07-09|09:48:11|delivered|bank_transfer|30234 Alexander Road|South Davidland|MA|04389|4358.51|348.68|0.0||0.0|
503|320|2025-08-07|09:48:11|processing|bank_transfer|762 James Overpass|South Lisa|AS|25705|4133.67|329.48|15.23||0.0|
1029|263|2025-06-27|09:48:11|pending|bank_transfer|9040 Melanie Manors Suite 528|North Randall|ND|60873|2242.17|178.15|15.35|CELL|0.0|
44|298|2025-05-29|09:48:11|shipped|paypal|53844 Parker Underpass Suite 306|North Anthonystad|MP|68522|1318.53|105.48|0.0||0.0|
811|236|2025-08-26|09:48:11|shipped|paypal|750 Lee Common Apt. 361|East Frank|ME|08738|7024.01|561.83|1.09|EYE|0.0|Enjoy find word Mr bit.
653|55|2025-08-28|09:48:11|cancelled|credit_card|097 Alexandria Stravenue|Hernandezbury|AZ|75548|448.21|39.2|0.0||41.78|
1466|38|2025-07-10|09:48:11|pending|bank_transfer|68388 Jones Wall|South Andrewland|VI|41534|2329.34|186.12|2.83||0.0|
1515|398|2025-06-13|09:48:11|delivered|credit_card|14035 Valerie Views Apt. 560|East Carol|RI|88126|687.06|53.86|13.82||0.0|
902|9|2025-05-26|09:48:11|delivered|paypal|8498 Elizabeth Plaza|Sarahville|FM|18102|4517.15|360.46|11.43||0.0|
780|291|2025-04-09|09:48:11|shipped|debit_card|63399 Susan Port Suite 102|Amyland|NM|12836|285.92|22.66|2.68||0.0|
614|228|2025-08-26|09:48:11|cancelled|bank_transfer|756 Davenport Village Apt. 287|Contrerasberg|VI|95903|3780.84|301.8|8.36|SET|0.0|
1673|409|2025-04-18|09:48:11|cancelled|debit_card|059 Eric Road|Welchmouth|WY|87655|856.15|68.49|0.0||0.0|Turn design anything others.
481|496|2025-06-30|09:48:11|pending|paypal|1528 Bowen Orchard|West Paul|OK|23026|4975.88|397.17|11.26||0.0|Air participant their section defense.
1107|350|2025-06-27|09:48:11|pending|debit_card|34324 Nicolas Heights Apt. 429|Robertborough|KY|26613|2895.92|231.67|0.0|AGREE|0.0|
621|194|2025-08-05|09:48:11|delivered|credit_card|518 Morrow Bridge Apt. 845|East Ericbury|MP|25197|1253.56|102.65|1.97||31.5|
112|367|2025-04-18|09:48:11|delivered|bank_transfer|153 Clark Drive|Victorshire|PW|84208|2231.08|178.49|0.0||0.0|
1583|311|2025-05-18|09:48:11|delivered|debit_card|1009 Conley Pine|Lindamouth|NV|64813|215.9|17.02|3.18||0.0|
221|304|2025-05-01|09:48:11|delivered|paypal|655 James Unions Suite 704|Wilsonmouth|GA|79331|4046.75|323.34|13.14||8.13|
260|353|2025-07-01|09:48:11|delivered|credit_card|225 Tara Inlet|South Aaron|FL|26768|5326.61|425.57|7.0||0.0|
432|260|2025-09-04|09:48:11|processing|credit_card|553 Ortega Lane Apt. 551|New Davidhaven|KY|92155|126.19|8.93|14.57||0.0|
1561|133|2025-09-11|09:48:11|processing|credit_card|343 James Gateway|Ericville|DE|10788|6993.02|559.44|0.0||0.0|
263|335|2025-04-13|09:48:11|cancelled|bank_transfer|90883 Tracy View|Dennishaven|DC|59987|3845.77|306.55|13.91||0.0|
1537|238|2025-05-27|09:48:11|processing|debit_card|09193 Dana Glens|Robertmouth|HI|32371|5899.13|471.56|4.63|FORGET|0.0|
1211|369|2025-06-23|09:48:11|shipped|bank_transfer|749 Bonnie Wall|Gayview|WV|53869|4721.03|376.91|9.62||0.0|
886|152|2025-09-06|09:48:11|processing|credit_card|8157 Jacob Parkway|Castrotown|AZ|32927|2355.27|187.27|14.34||0.0|
826|281|2025-07-08|09:48:11|pending|debit_card|59551 Bowen Lodge|Markton|SC|01865|2994.9|238.56|12.88||0.0|
1626|178|2025-08-03|09:48:11|pending|credit_card|0506 Jason Shoal|Bentleyside|FL|97632|3083.55|245.82|10.8||0.0|
496|99|2025-09-03|09:48:11|pending|credit_card|23320 Miller Springs Suite 329|Luisland|CO|51369|938.15|74.97|1.08||0.0|
343|372|2025-05-26|09:48:11|shipped|paypal|98741 John Islands|Wattsfort|IA|37219|1638.42|130.05|12.81|SAVE|0.0|
454|25|2025-07-14|09:48:11|shipped|debit_card|7109 Jennifer Inlet Apt. 861|Port Robin|NH|15897|5268.55|421.48|0.0||0.0|
70|267|2025-09-29|09:48:11|delivered|debit_card|9215 Jennifer Wall Apt. 606|Port Karenville|HI|79026|2975.83|237.66|5.05||0.0|
1182|252|2025-09-27|09:48:11|shipped|debit_card|31552 Richard Island|North Diane|KY|85690|3119.98|249.2|4.97||0.0|
714|291|2025-09-22|09:48:11|cancelled|bank_transfer|63399 Susan Port Suite 102|Amyland|NM|12836|1323.0|105.84|0.0|WORKER|0.0|Until dog least certain president budget.
1637|433|2025-09-11|09:48:11|pending|debit_card|9061 Janet Trail|Port Darlene|MN|36858|4756.63|380.33|2.47||0.0|
1603|478|2025-07-01|09:48:11|cancelled|debit_card|30091 Osborne Creek|Lake Nicholas|NJ|83972|864.66|68.65|6.5||0.0|
1917|4|2025-05-28|09:48:11|pending|debit_card|2880 Burns Creek|Natashaport|IA|08093|2526.89|202.15|0.0||0.0|
467|284|2025-06-18|09:48:11|pending|bank_transfer|30366 Michael Heights|Lake Paul|FM|94197|3367.2|269.84|0.0||5.84|
1115|268|2025-06-22|09:48:11|cancelled|debit_card|260 Kevin Path Suite 872|Nealhaven|PW|46653|2949.97|236.0|0.0||0.0|
1330|385|2025-05-08|09:48:11|processing|credit_card|2450 Abigail Pine|Port Courtneyfort|IN|87063|2048.21|163.65|2.63||0.0|
872|476|2025-06-13|09:48:11|shipped|paypal|4489 Kelsey Street Apt. 538|Bishopton|TX|90712|1828.01|145.27|12.11|MUSIC|0.0|Enjoy with off fall trip.
1922|258|2025-07-09|09:48:11|delivered|paypal|119 Olsen Grove Apt. 640|Port Travis|CT|09655|119.98|11.33|7.17||28.81|
1860|337|2025-08-08|09:48:11|processing|paypal|496 Dana Orchard Apt. 434|Henryfurt|PA|47310|427.97|33.89|4.29||0.0|
920|315|2025-08-24|09:48:11|processing|debit_card|7667 Rita Burg Suite 129|Kristinshire|NY|49405|3279.89|263.28|0.0||11.16|
1436|37|2025-08-30|09:48:11|cancelled|paypal|6797 Nelson Throughway Apt. 561|Erikashire|NM|69567|1510.38|120.83|0.0||0.0|
397|254|2025-09-20|09:48:11|delivered|paypal|086 Christensen Forks Suite 533|Lake Vanessabury|PA|50503|3747.17|299.06|8.97||0.0|
1104|49|2025-06-19|09:48:11|cancelled|bank_transfer|258 David Flats|East Kristy|AK|47804|1917.23|153.95|6.1||13.23|
127|21|2025-05-29|09:48:11|delivered|paypal|477 Peterson Center|Shelleyfort|DE|09065|4221.01|337.05|7.84||0.0|
831|219|2025-05-13|09:48:11|processing|credit_card|069 Tran Grove|Smallville|NM|82119|2574.1|204.78|14.35|WOULD|0.0|
814|244|2025-07-10|09:48:11|processing|debit_card|4602 Hall Rue Apt. 514|North Michaelside|ID|44247|5812.52|465.0|0.0|WIDE|0.0|
1973|448|2025-06-15|09:48:11|pending|debit_card|3439 Matthew Rapid Suite 961|North Christophertown|FL|71328|2459.79|196.28|6.33||0.0|Office say street owner.
387|383|2025-05-27|09:48:11|delivered|debit_card|929 Lauren Lake Apt. 825|North Erin|SC|83641|3588.44|289.83|3.3||37.7|
435|185|2025-04-22|09:48:11|processing|debit_card|62570 Paul Spurs Suite 804|Mullinsside|OK|27652|4156.49|331.84|8.47||0.0|
914|3|2025-07-13|09:48:11|processing|debit_card|653 William Course Apt. 122|Carlsonfurt|MS|78605|1362.27|108.29|8.6||0.0|
818|405|2025-08-12|09:48:11|pending|credit_card|27599 Erica Turnpike Apt. 100|West Melissamouth|MH|47253|2284.29|185.5|10.69||45.2|
377|330|2025-06-18|09:48:11|pending|paypal|895 Nicholas Prairie Apt. 261|East Arianashire|SC|72358|899.96|70.94|13.16|TOWARD|0.0|
1434|327|2025-04-04|09:48:11|delivered|paypal|3204 Miller Gateway Suite 596|New Joshuaview|TN|33336|1674.59|136.58|13.16||45.86|Like police pattern sell serve skin baby.
1707|148|2025-04-10|09:48:11|cancelled|debit_card|572 Petersen Spurs|New Dawnton|VA|76035|464.7|36.19|12.36||0.0|
1686|403|2025-07-13|09:48:11|cancelled|paypal|76836 Mary Knoll|South Robert|MT|60870|4837.4|386.7|3.63||0.0|
678|348|2025-06-14|09:48:11|processing|paypal|50922 Christopher Village|North Scottton|MD|13277|7895.39|631.26|4.59|INTERESTING|0.0|
233|375|2025-05-19|09:48:11|shipped|bank_transfer|95786 Richard Hill|New Mariatown|AL|30022|167.87|12.76|8.37||0.0|
1353|50|2025-05-01|09:48:11|cancelled|credit_card|68018 Kevin Estates|Sarahbury|MI|68513|962.05|76.36|7.57||0.0|
433|260|2025-05-26|09:48:11|pending|debit_card|553 Ortega Lane Apt. 551|New Davidhaven|KY|92155|4794.15|385.08|5.35||24.76|
1214|331|2025-08-13|09:48:11|delivered|paypal|5137 Cox Knoll|South Kristie|IN|75125|3297.73|263.82|0.0||0.0|
1032|142|2025-06-03|09:48:11|delivered|debit_card|435 Michelle Forge Apt. 365|East Laurashire|DE|52380|5962.14|476.88|1.17||0.0|
1853|307|2025-07-11|09:48:11|pending|bank_transfer|1583 Heather Club Suite 030|South Lori|ID|64417|3273.84|265.71|0.0||47.54|
1567|347|2025-07-03|09:48:11|shipped|paypal|563 Patrick Fall Apt. 375|North Brenda|MA|12835|6988.34|558.85|2.76||0.0|
1781|354|2025-04-06|09:48:11|processing|paypal|376 Mccarthy Track Apt. 625|Carlsonside|CA|45965|4357.55|348.6|0.0||0.0|
86|350|2025-08-13|09:48:11|delivered|debit_card|34324 Nicolas Heights Apt. 429|Robertborough|KY|26613|2168.6|173.49|0.0||0.0|
900|155|2025-07-22|09:48:11|delivered|debit_card|7722 Jeremy Lodge|West Stephaniebury|WA|88494|46.98|3.76|0.0|PLANT|0.0|
672|5|2025-09-03|09:48:11|cancelled|paypal|8713 Caleb Brooks Apt. 930|Lake Crystalbury|CA|04618|3568.02|285.33|1.36||0.0|
1383|195|2025-06-02|09:48:11|cancelled|debit_card|13223 Martinez Curve Apt. 611|North Antonio|TN|67803|4872.95|389.42|5.19|WORLD|0.0|
1427|182|2025-08-12|09:48:11|cancelled|paypal|799 Barnes Summit|Jerryville|MD|30356|6315.15|504.08|14.13||0.0|
1876|470|2025-05-08|09:48:11|pending|credit_card|08981 Amber Corner|Alicialand|KS|34729|162.83|12.24|9.83||0.0|
293|364|2025-08-09|09:48:11|processing|paypal|37100 Camacho Mountains Suite 164|Lake Kimberlyside|VT|03610|4156.31|332.5|0.0||0.0|Remain success our back out relationship interview.
998|327|2025-08-03|09:48:11|pending|debit_card|3204 Miller Gateway Suite 596|New Joshuaview|TN|33336|2946.16|235.5|2.37||0.0|
548|55|2025-07-01|09:48:11|shipped|debit_card|097 Alexandria Stravenue|Hernandezbury|AZ|75548|3508.87|280.71|0.0||0.0|
1076|142|2025-07-28|09:48:11|cancelled|paypal|435 Michelle Forge Apt. 365|East Laurashire|DE|52380|3406.41|271.44|13.37|POSITION|0.0|
523|395|2025-04-05|09:48:11|delivered|debit_card|272 Lisa Mills Apt. 908|Port Sarahport|CT|46252|5152.85|411.14|13.64||0.0|
1003|420|2025-05-19|09:48:11|processing|debit_card|28094 Hawkins Pass Suite 239|Matthewmouth|MH|34624|414.28|35.33|0.53||27.83|
1348|84|2025-08-24|09:48:11|shipped|debit_card|2696 Payne Extensions Suite 109|North Stacyfurt|NY|38051|3234.09|260.97|11.03||39.08|
189|339|2025-04-06|09:48:11|cancelled|debit_card|061 Barr Trafficway|Lake Brandonborough|MN|70686|6274.26|500.98|11.98||0.0|
898|38|2025-05-24|09:48:11|delivered|credit_card|68388 Jones Wall|South Andrewland|VI|41534|1275.18|102.01|0.0|COLLEGE|0.0|
1510|168|2025-07-09|09:48:11|processing|credit_card|549 Sellers Mews|Veronicashire|AL|80650|7405.92|592.47|0.0||0.0|
1783|311|2025-05-26|09:48:11|pending|debit_card|1009 Conley Pine|Lindamouth|NV|64813|87.67|6.76|3.2||0.0|
1558|496|2025-07-03|09:48:11|delivered|credit_card|1528 Bowen Orchard|West Paul|OK|23026|658.38|54.71|11.77||37.21|
1491|367|2025-04-06|09:48:11|shipped|paypal|153 Clark Drive|Victorshire|PW|84208|977.23|80.39|4.77||32.44|
821|321|2025-06-26|09:48:11|pending|credit_card|821 Patterson Lane Apt. 912|Craigfort|IN|07248|5363.89|429.11|0.0||0.0|
707|474|2025-08-26|09:48:11|pending|bank_transfer|4818 Jose Street|Suzanneburgh|OH|62582|5795.85|463.67|0.0|PREVENT|0.0|
339|377|2025-07-13|09:48:11|delivered|debit_card|28981 Katherine Crest|Yangstad|WA|42035|4547.39|363.42|4.65|DECISION|0.0|
792|149|2025-08-05|09:48:11|pending|bank_transfer|679 Jeffrey Highway|South Ashleyton|OH|52823|2631.74|210.22|3.98||0.0|
1098|224|2025-09-14|09:48:11|processing|credit_card|563 Miller Plain Suite 628|Jasonhaven|OH|41428|3699.78|295.27|8.94||0.0|
609|167|2025-09-14|09:48:11|cancelled|debit_card|197 Brittany Mountain|Angelamouth|HI|40875|2855.59|230.77|11.2||40.26|
541|72|2025-06-02|09:48:11|shipped|debit_card|7154 Jennifer Park Apt. 712|Adamfurt|MA|81790|3893.71|311.5|0.0||0.0|
1791|121|2025-09-29|09:48:11|delivered|paypal|09968 Kevin Summit|Jasonhaven|FL|21597|2763.83|221.11|0.0||0.0|
536|202|2025-04-05|09:48:11|pending|debit_card|357 Jackson Hills|Taraborough|NM|83789|536.12|42.69|2.53|PURPOSE|0.0|
899|377|2025-05-03|09:48:11|delivered|debit_card|28981 Katherine Crest|Yangstad|WA|42035|3541.53|282.22|13.74||0.0|
193|435|2025-07-11|09:48:11|shipped|paypal|75367 Randolph Mount Suite 249|West Davidfurt|GU|72680|110.5|8.05|9.82||0.0|
1424|418|2025-05-18|09:48:11|cancelled|credit_card|315 Morgan Loop|Karenfort|MO|71949|3908.59|311.75|11.69||0.0|
777|123|2025-08-18|09:48:11|shipped|credit_card|129 Meagan Walks Apt. 834|Lake Charlestown|PR|66977|242.18|19.37|0.0||0.0|Drug first inside.
1165|495|2025-06-05|09:48:11|shipped|credit_card|6957 Anthony Crossing Apt. 482|Melissaview|KS|24428|2180.58|178.11|0.9||46.7|
908|440|2025-09-10|09:48:11|pending|bank_transfer|472 Thomas Mews|Garrettland|IN|12595|2929.63|233.89|6.01||0.0|
142|12|2025-04-07|09:48:11|shipped|debit_card|9816 Jonathan Station Suite 088|Cindyville|VA|39864|4394.19|351.54|0.0||0.0|
366|409|2025-07-13|09:48:11|delivered|bank_transfer|059 Eric Road|Welchmouth|WY|87655|3273.34|261.31|6.97||0.0|
500|75|2025-09-16|09:48:11|processing|credit_card|9825 Timothy Hill Suite 112|New Timothy|NJ|13296|1875.55|153.02|3.12||40.34|
1969|218|2025-05-12|09:48:11|cancelled|credit_card|6012 Joanne Mills|East Kenneth|MP|51846|3401.05|274.31|12.11|SONG|39.9|
1550|59|2025-08-24|09:48:11|delivered|credit_card|122 Morris Gateway Apt. 463|Molinamouth|ME|76845|5820.49|464.7|11.7||0.0|
1409|245|2025-07-19|09:48:11|delivered|credit_card|33738 Sharp Mountain Suite 153|Carrillochester|IL|57999|3701.69|296.14|0.0|INCREASE|0.0|
419|155|2025-06-04|09:48:11|processing|bank_transfer|7722 Jeremy Lodge|West Stephaniebury|WA|88494|109.94|8.65|1.86|GARDEN|0.0|
1318|497|2025-04-05|09:48:11|processing|credit_card|95744 Adrian Inlet Apt. 891|South Carolburgh|AR|26603|923.23|73.86|0.0||0.0|Community on involve.
